
//Ranking Board
//morocc2,173,86,4	duplicate(ExchageDig)	แลกของขุด	848

//Al De Baran
//morocc2,155,144,4	duplicate(Neuschwanstein2)	Neuschwanstein#am1	722
//homes1,39,63,4	duplicate(Neuschwanstein2)	Neuschwanstein#a1-6	722
c5,208,108,5	duplicate(waraldeg)	Item War#1	1395
homeb2,23,57,4	shop	Shop Express#h2	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb2,25,57,4	duplicate(wapp)	Warp Express#h2	478
homeb2,27,57,4	duplicate(exheal1)	Heal Express#h2	834
homeb2,29,57,4	duplicate(warpevent)	GvG & PvP Express#h2	483
homeb2,30,30,4	duplicate(exheal)	Heal Express#h22	834

homeb3,21,57,4	script	Kafra Express::h3	76,{ callfunc "KafraXX","homeb3",25,49; close2;	cutin "",255;	end; }
homeb3,23,57,4	shop	Shop Express#h3	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb3,25,57,4	duplicate(wapp)	Warp Express#h3	478
homeb3,27,57,4	duplicate(exheal1)	Heal Express#h3	834
homeb3,29,57,4	duplicate(warpevent)	GvG & PvP Express#h3	483
homeb3,30,30,4	duplicate(exheal)	Heal Express#h33	834

homeb4,21,57,4	script	Kafra Express::h4	76,{ callfunc "KafraXX","homeb4",25,49; close2;	cutin "",255;	end; }
homeb4,23,57,4	shop	Shop Express#h4	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb4,25,57,4	duplicate(wapp)	Warp Express#h4	478
homeb4,27,57,4	duplicate(exheal1)	Heal Express#h4	834
homeb4,29,57,4	duplicate(warpevent)	GvG & PvP Express#h4	483
homeb4,30,30,4	duplicate(exheal)	Heal Express#h44	834

homeb5,21,57,4	script	Kafra Express::h5	76,{ callfunc "KafraXX","homeb5",25,49; close2;	cutin "",255;	end; }
homeb5,23,57,4	shop	Shop Express#h5	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb5,25,57,4	duplicate(wapp)	Warp Express#h5	478
homeb5,27,57,4	duplicate(exheal)	Heal Express#h5	834
homeb5,29,57,4	duplicate(warpevent)	GvG & PvP Express#h5	483
homeb5,30,30,4	duplicate(exheal)	Heal Express#h55	834

homeb6,21,57,4	script	Kafra Express::h6	76,{ callfunc "KafraXX","homeb6",25,49; close2;	cutin "",255;	end; }
homeb6,23,57,4	shop	Shop Express#h6	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb6,25,57,4	duplicate(wapp)	Warp Express#h6	478
homeb6,27,57,4	duplicate(exheal)	Heal Express#h6	834
homeb6,29,57,4	duplicate(warpevent)	GvG & PvP Express#h6	483
homeb6,30,30,4	duplicate(exheal)	Heal Express#h66	834

homeb7,21,57,4	script	Kafra Express::h7	76,{ callfunc "KafraXX","homeb7",25,49; close2;	cutin "",255;	end; }
homeb7,23,57,4	shop	Shop Express#h7	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb7,25,57,4	duplicate(wapp)	Warp Express#h7	478
homeb7,27,57,4	duplicate(exheal)	Heal Express#h7	834
homeb7,29,57,4	duplicate(warpevent)	GvG & PvP Express#h7	483
homeb7,30,30,4	duplicate(exheal)	Heal Express#h77	834

homeb8,21,57,4	script	Kafra Express::h8	76,{ callfunc "KafraXX","homeb8",25,49; close2;	cutin "",255;	end; }
homeb8,23,57,4	shop	Shop Express#h8	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb8,25,57,4	duplicate(wapp)	Warp Express#h8	478
homeb8,27,57,4	duplicate(exheal)	Heal Express#h8	834
homeb8,29,57,4	duplicate(warpevent)	GvG & PvP Express#h8	483
homeb8,30,30,4	duplicate(exheal)	Heal Express#h88	834

homeb9,21,57,4	script	Kafra Express::h9	76,{ callfunc "KafraXX","homeb9",25,49; close2;	cutin "",255;	end; }
homeb9,23,57,4	shop	Shop Express#h9	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb9,25,57,4	duplicate(wapp)	Warp Express#h9	478
homeb9,27,57,4	duplicate(exheal)	Heal Express#h9	834
homeb9,29,57,4	duplicate(warpevent)	GvG & PvP Express#h9	483
homeb9,30,30,4	duplicate(exheal)	Heal Express#h99	834

homeb10,21,57,4	script	Kafra Express::h10	76,{ callfunc "KafraXX","homeb10",25,49; close2;	cutin "",255;	end; }
homeb10,23,57,4	shop	Shop Express#h10	967,611:-1,610:3500,601:-1,602:-1,501:-1,502:-1,503:-1,504:-1,505:-1,506:-1,525:-1,1065:-1,717:-1,716:-1,715:-1,512:-1,513:-1,514:-1,515:-1,516:-1,518:-1,526:-1,535:-1,536:-1,519:-1,517:-1,531:-1,532:-1,533:-1,534:-1,645:800,656:1500,657:3000,1750:-1,1751:-1,1752:-1,1753:-1,1754:-1,1755:-1,1756:-1,1757:-1,1758:-1,1759:-1,1760:-1,1761:-1,1762:-1,1763:-1,1764:-1,1765:-1,1766:-1,1767:-1,1768:-1,1769:-1,1025:-1,1771:-1
homeb10,25,57,4	duplicate(wapp)	Warp Express#h10	478
homeb10,27,57,4	duplicate(exheal)	Heal Express#h10	834
homeb10,29,57,4	duplicate(warpevent)	GvG & PvP Express#h10	483
homeb10,30,30,4	duplicate(exheal)	Heal Express#h100	834

// 22-07-2554 Boss เกิด
ars_fild01,0,0,0,0	boss_monster	Addax	2600,1,7200000,600000,1		// 2hr
ars_fild02,0,0,0,0	boss_monster	Aposis	2601,1,7200000,600000,1
ars_fild03,0,0,0,0	boss_monster	Arachne	2602,1,7200000,600000,1
ars_fild04,0,0,0,0	boss_monster	Dark Edgga	2603,1,7200000,600000,1
ars_fild05,0,0,0,0	boss_monster	Detale	2604,1,7200000,600000,1
ars_fild09,0,0,0,0	boss_monster	Dragon Yellow	2605,1,7200000,600000,1
ars_fild10,0,0,0,0	boss_monster	High Orc Lord	2606,1,7200000,600000,1
ars_fild11,0,0,0,0	boss_monster	Hollow Poring	2607,1,7200000,600000,1
ars_fild12,0,0,0,0	boss_monster	Moonlight Baby	2608,1,7200000,600000,1
ars_fild39,0,0,0,0	boss_monster	Skoll Wolf	2609,1,7200000,600000,1
ars_fild41,0,0,0,0	boss_monster	Spicy Dragon	2610,1,7200000,600000,1
ars_fild43,0,0,0,0	boss_monster	Tristan	2611,1,7200000,600000,1
ars_fild31,0,0,0,0	boss_monster	Black_Baphometr	2613,1,7200000,600000,1
ars_fild32,0,0,0,0	boss_monster	Black_Infrit	2614,1,7200000,600000,1
ars_fild37,0,0,0,0	boss_monster	Cyan Garm	2615,1,7200000,600000,1
ars_fild47,0,0,0,0	boss_monster	Ctan Valkyrie Randgris	2616,1,7200000,600000,1
ars_fild49,0,0,0,0	boss_monster	Fabilsag	2617,1,7200000,600000,1
gefenia04,0,0,0,0	boss_monster	Gold Baphomet	2618,1,7200000,600000,1
odin_tem01,0,0,0,0	boss_monster	Gold Valkyrie Randgris	2619,1,7200000,600000,1
prt_fild03,0,0,0,0	boss_monster	Green Baphomet	2621,1,7200000,600000,1
odin_tem02,0,0,0,0	boss_monster	Green Valkyrie Randgris	2622,1,7200000,600000,1
nyd_dun01,0,0,0,0	boss_monster	Okto	2624,1,7200000,600000,1
moc_fild20,0,0,0,0	boss_monster	Red Baphomet	2626,1,7200000,600000,1
mosk_dun02,0,0,0,0	boss_monster	Red Valkyrie Randgris	2627,1,7200000,600000,1
bra_fild01,0,0,0,0	boss_monster	Sea Hyena	2628,1,7200000,600000,1
in_sphinx5,0,0,0,0	boss_monster	Tutankhamen	2629,1,7200000,600000,1
mjo_dun03,0,0,0,0	boss_monster	White Valkyrie Randgris	2630,1,7200000,600000,1
ve_fild04,0,0,0,0	boss_monster	Zayon	2631,1,43200000,600000,1		// 12hr
ra_fild12,0,0,0,0	boss_monster	Corpehand	2632,1,18000000,600000,1		// 5hr
ein_fild02,0,0,0,0	boss_monster	Lord of Deathz	2633,1,28800000,600000,1		// 8hr
ve_fild03,0,0,0,0	boss_monster	Dark Lady	2634,1,18000000,600000,1		// 5hr
man_fild02,0,0,0,0	boss_monster	Thequeena Malthea	2635,1,54000000,600000,1		// 15hr
spl_fild03,0,0,0,0	boss_monster	Leviathan	2636,1,18000000,600000,1		// 5hr
mosk_dun01,0,0,0,0	boss_monster	Dark Knight	2637,1,86400000,600000,1		// 24hr
spl_fild02,0,0,0,0	boss_monster	Whiter	2638,1,32400000,600000,1		// 9hr
um_fild02,0,0,0,0	boss_monster	Siremaid	2639,1,10800000,600000,1		// 3hr
//nyd_dun01,0,0,0,0	boss_monster	Moonlight Lady	2640,1,25200000,600000,1		// 7hr

ars_fild01,0,0,0,0	monster	False Angel	1371,60,0,0,0
ars_fild01,0,0,0,0	monster	Succubus	1370,10,0,0,0
ars_fild01,0,0,0,0	monster	Incubus	1374,10,0,0,0
ars_fild01,0,0,0,0	monster	Violy	1390,30,0,0,0
ars_fild01,0,0,0,0	monster	Mini Demon	1292,20,0,0,0
ars_fild01,0,0,0,0	monster	Abysmal Knight	1219,10,0,0,0
ars_fild01,0,0,0,0	monster	Bloody Knight	1268,1,3600000,3000000,0
ars_fild01,0,0,0,0	monster	Mysteltainn	1203,1,10800000,7200000,0
ars_fild01,0,0,0,0	monster	Executioner	1205,1,18000000,14400000,0
ars_fild01,0,0,0,0	monster	Ogretooth	1204,1,18000000,14400000,0

ars_fild02,0,0,0,0	monster	False Angel	1371,30,0,0,0
ars_fild02,0,0,0,0	monster	Succubus	1370,20,0,0,0
ars_fild02,0,0,0,0	monster	Incubus	1374,10,0,0,0
ars_fild02,0,0,0,0	monster	Violy	1390,40,0,0,0
ars_fild02,0,0,0,0	monster	Mini Demon	1292,30,0,0,0
ars_fild02,0,0,0,0	monster	Abysmal Knight	1219,10,0,0,0
ars_fild02,0,0,0,0	monster	Bloody Knight	1268,1,3600000,3000000,0
ars_fild02,0,0,0,0	monster	Mysteltainn	1203,1,18000000,14400000,0
ars_fild02,0,0,0,0	monster	Executioner	1205,1,18000000,14400000,0
ars_fild02,0,0,0,0	monster	Ogretooth	1204,1,10800000,7200000,0

ars_fild03,0,0,0,0	monster	False Angel	1371,40,0,0,0
ars_fild03,0,0,0,0	monster	Succubus	1370,10,0,0,0
ars_fild03,0,0,0,0	monster	Incubus	1374,20,0,0,0
ars_fild03,0,0,0,0	monster	Violy	1390,40,0,0,0
ars_fild03,0,0,0,0	monster	Mini Demon	1292,30,0,0,0
ars_fild03,0,0,0,0	monster	Abysmal Knight	1219,10,0,0,0
ars_fild03,0,0,0,0	monster	Bloody Knight	1268,1,3600000,3000000,0
ars_fild03,0,0,0,0	monster	Mysteltainn	1203,1,18000000,14400000,0
ars_fild03,0,0,0,0	monster	Executioner	1205,1,10800000,7200000,0
ars_fild03,0,0,0,0	monster	Ogretooth	1204,1,18000000,14400000,0

ars_fild04,0,0,0,0	monster	False Angel	1371,30,0,0,0
ars_fild04,0,0,0,0	monster	Succubus	1370,10,600000,300000,0
ars_fild04,0,0,0,0	monster	Incubus	1374,10,600000,300000,0
ars_fild04,0,0,0,0	monster	Violy	1390,30,0,0,0
ars_fild04,0,0,0,0	monster	Mini Demon	1292,20,0,0,0
ars_fild04,0,0,0,0	monster	Abysmal Knight	1219,10,0,0,0
ars_fild04,0,0,0,0	monster	Bloody Knight	1268,1,3600000,3000000,0
ars_fild04,0,0,0,0	monster	Mysteltainn	1203,1,18000000,14400000,0
ars_fild04,0,0,0,0	monster	Executioner	1205,1,18000000,14400000,0
ars_fild04,0,0,0,0	monster	Ogretooth	1204,1,18000000,14400000,0

ars_fild05,0,0,0,0	monster	Poporing	1031,45,0,0,0
ars_fild05,0,0,0,0	monster	Side Winder	1037,10,0,0,0
ars_fild05,0,0,0,0	monster	Hunter Fly	1035,30,0,0,0
ars_fild05,0,0,0,0	monster	Killer Mantis	1294,1,0,0,0
ars_fild05,0,0,0,0	monster	Side Winder	1037,20,300000,150000,0
ars_fild05,0,0,0,0	monster	Vocal	1088,1,1920000,1500000,1
ars_fild05,0,0,0,0	monster	Stem Worm	1215,20,300000,150000,0
ars_fild05,0,0,0,0	monster	Vagabond Wolf	1092,1,1920000,150000,1
ars_fild05,0,0,0,0	monster	Mantis	1139,30,60000,30000,0
ars_fild05,0,0,0,0	monster	Eclipse	1093,1,1920000,150000,1
ars_fild05,0,0,0,0	monster	Mastering	1090,1,1920000,150000,1
ars_fild05,0,0,0,0	monster	Baphomet Jr.	1101,25,0,0,0
ars_fild05,0,0,0,0	monster	Shining Plant	1083,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Blue Plant	1079,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Yellow Plant	1081,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Shining Plant	1083,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Shining Plant	1083,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Shining Plant	1083,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Shining Plant	1083,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Blue Plant	1079,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Blue Plant	1079,2,1800000,900000,1
ars_fild05,0,0,0,0	monster	Blue Plant	1079,1,1800000,900000,1
ars_fild05,0,0,0,0	monster	Red Plant	1078,5,180000,90000,1
ars_fild05,0,0,0,0	monster	Black Mushroom	1084,3,180000,90000,1
ars_fild05,0,0,0,0	monster	Black Mushroom	1084,3,180000,90000,1
ars_fild05,0,0,0,0	monster	Red Mushroom	1085,2,180000,90000,1
ars_fild05,0,0,0,0	monster	Red Mushroom	1085,3,180000,90000,1

ars_fild09,0,0,0,0	monster	Plasma	1693,20,900000,300000,0
ars_fild09,0,0,0,0	monster	Skeggiold	1754,16,0,0,0
ars_fild09,0,0,0,0	monster	Skeggiold	1755,16,0,0,0
ars_fild09,0,0,0,0	monster	Frus	1753,4,0,0,0
ars_fild09,0,0,0,0	monster	Skogul	1752,4,0,0,0
ars_fild09,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild09,0,0,0,0	monster	Blue Plant	1079,15,1800000,900000,1
ars_fild09,0,0,0,0	monster	Shining Plant	1083,15,1800000,900000,1

ars_fild10,0,0,0,0	monster	Steel Chonchon	1042,10,0,0,0
ars_fild10,0,0,0,0	monster	Familiar	1005,15,0,0,0
ars_fild10,0,0,0,0	monster	Drainliar	1111,5,0,0,0
ars_fild10,0,0,0,0	monster	Orc Zombie	1153,10,3000,5000,0
ars_fild10,0,0,0,0	monster	Orc Zombie	1153,30,60000,30000,0
ars_fild10,0,0,0,0	monster	Orc Zombie	1153,40,120000,60000,0
ars_fild10,0,0,0,0	monster	Orc Skeleton	1152,10,180000,60000,0
ars_fild10,0,0,0,0	monster	Black Mushroom	1084,5,900000,450000,1
ars_fild10,0,0,0,0	monster	Black Mushroom	1084,5,900000,450000,1
ars_fild10,0,0,0,0	monster	White Plant	1082,2,180000,90000,1
ars_fild10,0,0,0,0	monster	White Plant	1082,3,180000,90000,1

ars_fild11,0,0,0,0	monster	Drosera	1781,60,0,0,1
ars_fild11,0,0,0,0	monster	Metaling	1613,20,0,0,0
ars_fild11,0,0,0,0	monster	Hill Wind	1680,10,0,0,0
ars_fild11,0,0,0,0	monster	Harpy	1376,1,3600000,0,0

ars_fild12,0,0,0,0	monster	Bigfoot	1060,7,0,0,0
ars_fild12,0,0,0,0	monster	Bigfoot	1060,4,60000,30000,1
ars_fild12,0,0,0,0	monster	Bigfoot	1060,4,0,0,0
ars_fild12,0,0,0,0	monster	Caramel	1103,7,0,0,0
ars_fild12,0,0,0,0	monster	Caramel	1103,7,0,0,0
ars_fild12,0,0,0,0	monster	Caramel	1103,7,0,0,0
ars_fild12,0,0,0,0	monster	Mantis	1139,10,0,0,0
ars_fild12,0,0,0,0	monster	Mantis	1139,10,0,0,0
ars_fild12,0,0,0,0	monster	Mantis	1139,10,0,0,0
ars_fild12,0,0,0,0	monster	Mi Gao	1516,8,0,0,0
ars_fild12,0,0,0,0	monster	Mi Gao	1516,15,60000,30000,1
ars_fild12,0,0,0,0	monster	Mi Gao	1516,7,0,0,0
ars_fild12,0,0,0,0	monster	Anacondaq	1030,2,0,0,0
ars_fild12,0,0,0,0	monster	Anacondaq	1030,1,0,0,0
ars_fild12,0,0,0,0	monster	Anacondaq	1030,2,0,0,0
ars_fild12,0,0,0,0	monster	Black Mushroom	1084,5,0,0,0
ars_fild12,0,0,0,0	monster	Yellow Plant	1081,10,0,0,0

ars_fild39,0,0,0,0	monster	Gig	1387,10,0,0,0
ars_fild39,0,0,0,0	monster	Deleter	1384,25,0,0,0
ars_fild39,0,0,0,0	monster	Deleter	1385,25,0,0,0
ars_fild39,0,0,0,0	monster	Diabolic	1382,10,120000,30000,0
ars_fild39,0,0,0,0	monster	Nightmare Terror	1379,15,0,0,0
ars_fild39,0,0,0,0	monster	Nightmare Terror	1379,10,60000,30000,0
ars_fild39,0,0,0,0	monster	Blazer	1367,5,300000,150000,0
ars_fild39,0,0,0,0	monster	Nightmare Terror	1379,4,180000,150000,0
ars_fild39,0,0,0,0	monster	Blazer	1367,15,300000,150000,0
ars_fild39,0,0,0,0	monster	Nightmare Terror	1379,10,300000,150000,0
ars_fild39,0,0,0,0	monster	Deleter	1384,3,300000,150000,0
ars_fild39,0,0,0,0	monster	Deleter	1384,7,300000,150000,0
ars_fild39,0,0,0,0	monster	Deleter	1385,10,300000,150000,0
ars_fild39,0,0,0,0	monster	Nightmare Terror	1379,7,300000,150000,0
ars_fild39,0,0,0,0	monster	Deleter	1384,3,300000,150000,0
ars_fild39,0,0,0,0	monster	Deleter	1385,5,300000,150000,0
ars_fild39,0,0,0,0	monster	Diabolic	1382,5,300000,30000,0

ars_fild41,0,0,0,0	monster	Ant Egg	1097,10,0,0,0
ars_fild41,0,0,0,0	monster	Andre	1095,20,0,0,0
ars_fild41,0,0,0,0	monster	Deniro	1105,20,0,0,0
ars_fild41,0,0,0,0	monster	Piere	1160,20,0,0,0
ars_fild41,0,0,0,0	monster	Metaller	1058,20,0,0,0
ars_fild41,0,0,0,0	monster	Drops	1113,30,0,0,0
ars_fild41,0,0,0,0	monster	Scorpion	1001,70,0,0,0
//ars_fild41,0,0,0,0	monster	Picky	1050,50,0,0,0
ars_fild41,0,0,0,0	monster	Picky	1049,50,0,0,0
ars_fild41,0,0,0,0	monster	Morroc's Shadow	1918,1,30000,0,0
ars_fild41,0,0,0,0	monster	Morroc's Shadow	1919,1,30000,0,0
ars_fild41,0,0,0,0	monster	Morroc's Shadow	1920,1,30000,0,0
ars_fild41,0,0,0,0	monster	Morroc's Shadow	1921,1,30000,0,0

ars_fild43,0,0,0,0	monster	Lude	1509,10,360000,150000,0
ars_fild43,0,0,0,0	monster	Bloody Murderer	1507,1,1200000,600000,0
ars_fild43,0,0,0,0	monster	Bloody Murderer	1507,1,1200000,600000,0
ars_fild43,0,0,0,0	monster	Bloody Murderer	1507,1,1200000,600000,0
ars_fild43,0,0,0,0	monster	Bloody Murderer	1507,1,1200000,600000,0
ars_fild43,0,0,0,0	monster	Bloody Murderer	1507,7,0,0,0
ars_fild43,0,0,0,0	monster	Loli Ruri	1505,2,1200000,600000,0
ars_fild43,0,0,0,0	monster	Heirozoist	1510,4,1200000,600000,0
ars_fild43,0,0,0,0	monster	Gibbet	1503,5,1200000,600000,0
ars_fild43,0,0,0,0	monster	Gibbet	1503,5,300000,150000,0
ars_fild43,0,0,0,0	monster	Loli Ruri	1505,19,120000,60000,0
ars_fild43,0,0,0,0	monster	Dullahan	1504,5,600000,300000,0
ars_fild43,0,0,0,0	monster	Dullahan	1504,5,0,0,0
ars_fild43,0,0,0,0	monster	Heirozoist	1510,6,0,0,0
ars_fild43,0,0,0,0	monster	Gibbet	1503,10,0,0,0

ars_fild31,0,0,0,0	monster	Gig	1387,10,0,0,0
ars_fild31,0,0,0,0	monster	Deleter	1384,25,0,0,0
ars_fild31,0,0,0,0	monster	Deleter	1385,25,0,0,0
ars_fild31,0,0,0,0	monster	Diabolic	1382,10,120000,30000,0
ars_fild31,0,0,0,0	monster	Nightmare Terror	1379,15,0,0,0
ars_fild31,0,0,0,0	monster	Nightmare Terror	1379,10,60000,30000,0
ars_fild31,0,0,0,0	monster	Blazer	1367,5,300000,150000,0
ars_fild31,0,0,0,0	monster	Nightmare Terror	1379,4,180000,150000,0
ars_fild31,0,0,0,0	monster	Blazer	1367,15,300000,150000,0
ars_fild31,0,0,0,0	monster	Nightmare Terror	1379,10,300000,150000,0
ars_fild31,0,0,0,0	monster	Deleter	1384,3,300000,150000,0
ars_fild31,0,0,0,0	monster	Deleter	1384,7,300000,150000,0
ars_fild31,0,0,0,0	monster	Deleter	1385,10,300000,150000,0
ars_fild31,0,0,0,0	monster	Nightmare Terror	1379,7,300000,150000,0
ars_fild31,0,0,0,0	monster	Deleter	1384,3,300000,150000,0
ars_fild31,0,0,0,0	monster	Deleter	1385,5,300000,150000,0
ars_fild31,0,0,0,0	monster	Diabolic	1382,5,300000,30000,0

ars_fild32,0,0,0,0	monster	Kasa	1833,16,0,0,0
ars_fild32,0,0,0,0	monster	Kasa	1833,6,0,0,0
ars_fild32,0,0,0,0	monster	Kasa	1833,6,0,0,0
ars_fild32,0,0,0,0	monster	Kasa	1833,6,0,0,0
ars_fild32,0,0,0,0	monster	Kasa	1833,6,0,0,0
ars_fild32,0,0,0,0	monster	Salamander	1831,20,0,0,0
ars_fild32,0,0,0,0	monster	Salamander	1831,10,0,0,0
ars_fild32,0,0,0,0	monster	Salamander	1831,10,0,0,0
ars_fild32,0,0,0,0	monster	Salamander	1831,10,0,0,0
ars_fild32,0,0,0,0	monster	Salamander	1831,10,0,0,0
ars_fild32,0,0,0,0	monster	Sword Master	1829,5,0,0,0
ars_fild32,0,0,0,0	monster	Sword Master	1829,5,1800000,0,0
ars_fild32,0,0,0,0	monster	Bow Master	1830,5,0,0,0
ars_fild32,0,0,0,0	monster	Bow Master	1830,5,1800000,0,0
ars_fild32,0,0,0,0	monster	Byorgue	1839,5,1800000,0,0

ars_fild37,0,0,0,0	monster	Hillthion	1989,25,0,0,0
ars_fild37,0,0,0,0	monster	Tatacho	1986,25,0,0,0
ars_fild37,0,0,0,0	monster	Centipede	1987,25,0,0,0
ars_fild37,0,0,0,0	monster	Hardrock Mammoth	1990,1,14400000,0,0

ars_fild47,0,0,0,0	monster	Plasma	1693,20,900000,300000,0
ars_fild47,0,0,0,0	monster	Skeggiold	1754,16,0,0,0
ars_fild47,0,0,0,0	monster	Skeggiold	1755,16,0,0,0
ars_fild47,0,0,0,0	monster	Frus	1753,4,0,0,0
ars_fild47,0,0,0,0	monster	Skogul	1752,4,0,0,0
ars_fild47,0,0,0,0	monster	Frus	1762,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Skogul	1761,1,30000,15000,0
ars_fild47,0,0,0,0	monster	Frus	1762,1,30000,15000,0
